user_id,experiment_group,retained_after_experiment,total_sessions,converted_to_paid,monthly_revenue
587,treatment,0,3,0,0
588,control,1,1,0,0
589,control,1,2,0,0
589,treatment,1,3,0,0
590,treatment,0,1,0,0
591,control,1,2,0,0
591,treatment,1,3,1,20
592,control,1,2,0,0
592,treatment,1,2,1,20
593,control,0,2,0,0
593,treatment,1,2,0,0
594,control,0,1,0,0
594,treatment,1,2,0,0
595,control,1,2,1,20
595,treatment,1,2,0,0
596,control,1,2,0,0
596,treatment,1,1,1,20
597,control,1,3,1,20
597,treatment,1,3,0,0
598,control,1,3,0,0
598,treatment,0,1,0,0
599,control,0,1,0,0
599,treatment,1,2,0,0
600,control,0,1,0,0
600,treatment,1,1,0,0
601,treatment,1,1,0,0
602,control,0,1,0,0
602,treatment,1,1,0,0
603,control,1,1,1,20
603,treatment,1,1,1,20
604,control,1,1,1,20
604,treatment,1,1,0,0
605,control,0,1,0,0
605,treatment,1,1,1,20
606,control,0,1,0,0
606,treatment,1,2,0,0
607,control,1,2,0,0
607,treatment,1,3,0,0
608,control,1,2,1,20
608,treatment,1,2,0,0
609,control,1,3,1,20
609,treatment,0,1,0,0
610,control,1,3,0,0
610,treatment,1,2,0,0
611,control,1,2,1,20
612,control,1,1,1,20
612,treatment,1,1,0,0
613,control,1,2,0,0
613,treatment,1,2,0,0
614,control,0,3,0,0
614,treatment,1,3,0,0
615,control,1,1,0,0
615,treatment,0,1,0,0
616,control,1,1,0,0
617,control,1,1,0,0
617,treatment,1,2,1,20
618,control,1,1,1,20
618,treatment,1,1,1,20
619,control,0,2,0,0
619,treatment,1,3,0,0
620,control,1,1,1,20
620,treatment,1,2,0,0
621,control,1,1,0,0
621,treatment,1,2,0,0
622,control,0,1,0,0
622,treatment,1,2,0,0
623,control,0,1,0,0
623,treatment,1,1,0,0
624,control,1,3,0,0
624,treatment,1,1,0,0
625,control,1,2,1,20
625,treatment,1,3,0,0
626,control,1,3,1,20
626,treatment,0,1,0,0
627,control,1,3,0,0
627,treatment,1,3,0,0
628,control,0,1,0,0
629,control,1,1,0,0
629,treatment,0,1,0,0
630,control,1,1,0,0
630,treatment,1,1,0,0
631,control,1,1,1,20
631,treatment,1,2,0,0
632,control,1,3,0,0
632,treatment,1,3,0,0
633,control,0,1,0,0
633,treatment,1,1,0,0
634,treatment,1,2,0,0
635,control,0,1,0,0
635,treatment,1,2,0,0
636,treatment,1,1,1,20
637,treatment,0,1,0,0
638,control,1,2,0,0
638,treatment,1,3,0,0
639,treatment,1,1,0,0
640,control,0,1,0,0
640,treatment,0,1,0,0
641,control,1,1,1,20
641,treatment,1,2,1,20
642,control,1,1,0,0
642,treatment,1,1,1,20
643,control,0,3,0,0
643,treatment,1,1,0,0
644,control,1,1,0,0
644,treatment,1,2,0,0
645,control,1,3,0,0
645,treatment,1,2,1,20
646,control,0,2,0,0
646,treatment,0,2,0,0
647,control,1,2,0,0
647,treatment,1,2,0,0
648,control,1,3,0,0
648,treatment,1,3,1,20
649,control,1,3,0,0
649,treatment,1,3,0,0
650,control,0,2,0,0
650,treatment,1,2,0,0
651,control,1,3,0,0
651,treatment,1,3,1,20
652,control,1,2,0,0
652,treatment,1,3,0,0
653,control,1,1,0,0
653,treatment,1,2,0,0
654,control,1,3,1,20
654,treatment,1,3,0,0
655,control,0,2,0,0
655,treatment,1,2,0,0
656,control,1,2,0,0
656,treatment,1,2,0,0
657,control,0,2,0,0
657,treatment,0,1,0,0
658,control,1,1,0,0
659,control,0,1,0,0
659,treatment,0,1,0,0
660,control,1,2,0,0
660,treatment,1,2,0,0
661,control,0,1,0,0
661,treatment,1,1,1,20
662,control,0,2,0,0
662,treatment,1,2,0,0
663,treatment,1,1,0,0
664,control,0,1,0,0
664,treatment,1,1,0,0
665,control,1,3,0,0
665,treatment,1,2,0,0
666,control,0,1,0,0
666,treatment,1,1,1,20
667,control,0,3,0,0
667,treatment,1,2,0,0
668,control,0,1,0,0
668,treatment,1,1,0,0
669,control,1,2,0,0
669,treatment,0,1,0,0
670,control,0,2,0,0
670,treatment,1,3,1,20
671,control,1,1,0,0
671,treatment,1,1,0,0
672,control,0,1,0,0
672,treatment,1,1,1,20
673,control,0,1,0,0
673,treatment,1,2,1,20
674,control,0,3,0,0
674,treatment,0,1,0,0
675,control,1,2,0,0
675,treatment,1,1,0,0
676,control,0,1,0,0
676,treatment,1,3,0,0
677,control,1,2,0,0
677,treatment,1,2,0,0
678,control,1,1,0,0
679,control,1,2,0,0
679,treatment,1,2,0,0
680,control,0,1,0,0
680,treatment,1,1,0,0
681,control,0,1,0,0
682,control,1,2,1,20
682,treatment,1,2,0,0
683,control,1,1,1,20
683,treatment,0,1,0,0
684,control,0,1,0,0
684,treatment,1,1,0,0
685,control,0,2,0,0
685,treatment,1,1,1,20
686,control,0,1,0,0
686,treatment,0,1,0,0
687,control,0,1,0,0
687,treatment,1,2,0,0
688,control,0,1,0,0
689,control,1,1,0,0
689,treatment,1,1,0,0
690,control,0,1,0,0
690,treatment,1,2,0,0
691,control,1,2,1,20
691,treatment,1,1,1,20
692,control,0,1,0,0
692,treatment,1,1,0,0
693,control,1,2,1,20
693,treatment,1,3,0,0
694,control,0,3,0,0
694,treatment,1,3,0,0
695,control,1,1,0,0
695,treatment,1,2,0,0
696,control,1,1,0,0
696,treatment,1,1,1,20
697,treatment,1,1,0,0
698,control,0,1,0,0
698,treatment,1,1,0,0
699,control,1,1,0,0
699,treatment,1,1,0,0
700,control,0,2,0,0
700,treatment,1,2,0,0
701,treatment,1,1,0,0
702,control,0,1,0,0
703,control,0,2,0,0
703,treatment,1,2,1,20
704,control,1,3,1,20
704,treatment,1,3,0,0
705,control,0,1,0,0
706,control,0,2,0,0
706,treatment,1,2,0,0
707,control,1,3,0,0
707,treatment,1,3,1,20
708,control,1,1,1,20
708,treatment,1,1,0,0
709,treatment,1,1,0,0
710,control,0,1,0,0
710,treatment,1,1,1,20
711,control,1,1,1,20
711,treatment,1,1,0,0
712,control,1,1,1,20
712,treatment,0,1,0,0
713,control,1,1,0,0
713,treatment,1,2,1,20
714,control,0,1,0,0
714,treatment,1,1,0,0
715,control,1,1,0,0
715,treatment,1,1,0,0
716,control,0,2,0,0
716,treatment,0,2,0,0
717,control,0,1,0,0
717,treatment,0,1,0,0
718,control,0,2,0,0
718,treatment,1,2,0,0
719,control,1,3,0,0
719,treatment,1,1,0,0
720,control,0,1,0,0
721,control,1,2,0,0
721,treatment,1,2,1,20
722,control,0,1,0,0
722,treatment,1,1,1,20
723,control,1,1,0,0
723,treatment,1,2,0,0
724,treatment,1,2,0,0
725,control,1,1,0,0
726,control,1,1,1,20
726,treatment,1,2,1,20
727,control,0,2,0,0
727,treatment,1,1,0,0
728,control,1,2,1,20
728,treatment,1,2,1,20
729,treatment,0,1,0,0
730,control,1,1,0,0
730,treatment,1,3,1,20
731,control,1,2,0,0
731,treatment,0,2,0,0
732,control,1,1,0,0
732,treatment,1,1,0,0
733,control,1,3,0,0
733,treatment,1,3,0,0
734,control,1,1,1,20
734,treatment,1,1,1,20
735,treatment,1,1,0,0
736,control,0,1,0,0
736,treatment,1,1,0,0
737,control,1,1,0,0
737,treatment,1,1,0,0
738,control,1,1,0,0
738,treatment,1,1,0,0
739,control,1,1,1,20
739,treatment,1,1,1,20
740,control,1,2,1,20
740,treatment,1,3,0,0
741,control,0,1,0,0
741,treatment,1,2,1,20
742,control,1,1,1,20
742,treatment,1,3,0,0
743,control,0,1,0,0
743,treatment,1,2,1,20
744,control,1,1,1,20
744,treatment,1,1,0,0
745,control,0,3,0,0
745,treatment,1,3,0,0
746,control,1,2,0,0
746,treatment,0,1,0,0
747,control,1,1,0,0
747,treatment,1,3,0,0
748,control,1,1,1,20
748,treatment,1,1,0,0
749,treatment,0,1,0,0
750,control,0,2,0,0
750,treatment,1,3,0,0
751,control,1,2,0,0
751,treatment,0,3,0,0
752,control,0,1,0,0
752,treatment,1,1,0,0
753,control,1,3,0,0
753,treatment,1,3,1,20
754,control,1,2,0,0
754,treatment,1,1,1,20
755,control,0,1,0,0
755,treatment,1,1,0,0
756,control,1,2,0,0
756,treatment,1,2,1,20
757,control,0,1,0,0
757,treatment,1,1,0,0
758,control,1,1,0,0
758,treatment,0,1,0,0
759,control,1,3,0,0
759,treatment,1,3,1,20
760,control,1,2,0,0
760,treatment,1,2,0,0
761,control,0,1,0,0
761,treatment,1,1,0,0
762,control,0,2,0,0
762,treatment,1,1,0,0
763,control,1,2,1,20
763,treatment,1,2,0,0
764,control,0,2,0,0
764,treatment,1,1,0,0
765,control,0,1,0,0
765,treatment,1,1,0,0
766,control,1,3,0,0
766,treatment,1,3,0,0
767,control,1,1,1,20
767,treatment,0,1,0,0
768,control,0,1,0,0
768,treatment,1,2,0,0
769,control,1,3,1,20
769,treatment,1,3,0,0
770,control,1,3,0,0
770,treatment,1,3,0,0
771,control,0,1,0,0
771,treatment,1,1,0,0
772,control,1,1,0,0
772,treatment,1,1,0,0
773,control,1,3,0,0
773,treatment,0,1,0,0
774,control,0,2,0,0
774,treatment,1,2,0,0
775,control,0,2,0,0
775,treatment,1,3,1,20
776,control,1,3,0,0
776,treatment,1,2,0,0
777,control,1,2,1,20
778,control,1,2,0,0
778,treatment,1,2,0,0
779,control,1,2,1,20
779,treatment,1,2,0,0
780,control,0,1,0,0
780,treatment,1,2,0,0
781,control,1,1,0,0
781,treatment,0,1,0,0
782,control,1,2,1,20
782,treatment,1,2,0,0
783,control,1,1,0,0
783,treatment,1,3,1,20
784,control,1,1,0,0
784,treatment,1,2,0,0
785,control,1,2,0,0
785,treatment,1,3,0,0
786,control,1,1,1,20
786,treatment,1,3,1,20
787,control,0,2,0,0
787,treatment,0,1,0,0
788,control,1,2,0,0
788,treatment,1,3,0,0
789,control,1,2,0,0
789,treatment,1,2,0,0
790,control,0,1,0,0
790,treatment,0,1,0,0
791,control,1,2,0,0
791,treatment,1,2,1,20
792,control,1,3,0,0
792,treatment,1,2,0,0
793,control,1,1,0,0
793,treatment,1,2,0,0
794,control,0,2,0,0
794,treatment,1,3,0,0
795,control,0,3,0,0
795,treatment,1,1,0,0
796,control,0,3,0,0
796,treatment,1,2,0,0
797,control,0,1,0,0
797,treatment,1,1,1,20
798,control,0,1,0,0
798,treatment,1,1,0,0
799,control,0,1,0,0
800,control,0,1,0,0
800,treatment,1,1,0,0
801,control,0,2,0,0
801,treatment,0,1,0,0
802,control,1,1,0,0
802,treatment,1,1,1,20
803,control,0,2,0,0
803,treatment,1,2,0,0
804,control,1,1,0,0
804,treatment,1,1,0,0
805,treatment,1,2,0,0
806,control,0,2,0,0
806,treatment,1,1,0,0
807,control,0,1,0,0
807,treatment,1,2,0,0
808,control,0,3,0,0
808,treatment,1,2,1,20
809,treatment,1,1,0,0
810,control,1,2,0,0
810,treatment,1,2,0,0
811,control,1,1,0,0
811,treatment,1,2,0,0
812,control,1,3,0,0
812,treatment,1,2,0,0
813,treatment,1,1,0,0
814,control,1,1,0,0
814,treatment,1,1,0,0
815,control,1,1,0,0
816,control,1,2,0,0
816,treatment,1,2,1,20
817,control,1,2,0,0
817,treatment,1,1,1,20
818,control,1,2,0,0
818,treatment,1,3,0,0
819,control,0,1,0,0
819,treatment,1,2,0,0
820,control,1,1,0,0
820,treatment,1,1,0,0
821,control,1,2,0,0
821,treatment,1,3,0,0
822,treatment,1,1,1,20
823,control,1,2,0,0
823,treatment,1,2,0,0
824,control,1,3,1,20
824,treatment,1,2,0,0
825,control,1,1,0,0
825,treatment,1,3,0,0
826,treatment,1,2,0,0
827,control,0,2,0,0
827,treatment,1,1,1,20
828,control,1,2,0,0
828,treatment,1,2,0,0
829,control,1,1,0,0
829,treatment,1,2,1,20
830,control,1,2,0,0
830,treatment,1,1,1,20
831,control,1,2,0,0
831,treatment,1,2,0,0
832,control,1,2,1,20
832,treatment,1,1,0,0
833,control,1,2,1,20
833,treatment,1,2,0,0
834,treatment,1,2,1,20
835,control,1,1,0,0
835,treatment,0,1,0,0
836,control,1,2,0,0
836,treatment,1,2,0,0
837,control,1,1,0,0
837,treatment,0,1,0,0
838,control,1,1,1,20
838,treatment,1,1,0,0
839,control,1,2,0,0
839,treatment,1,2,0,0
840,control,0,1,0,0
841,control,1,2,0,0
841,treatment,1,1,0,0
842,control,0,3,0,0
842,treatment,1,3,0,0
843,treatment,1,1,0,0
844,control,0,1,0,0
844,treatment,0,2,0,0
845,treatment,0,1,0,0
846,control,1,1,0,0
846,treatment,1,2,1,20
847,control,1,3,1,20
847,treatment,1,3,0,0
848,control,1,3,0,0
848,treatment,1,3,0,0
849,control,1,2,1,20
849,treatment,1,2,0,0
850,control,0,3,0,0
850,treatment,0,2,0,0
851,control,1,1,0,0
852,control,1,1,0,0
852,treatment,1,2,0,0
853,control,1,1,0,0
853,treatment,1,1,0,0
854,control,1,1,0,0
854,treatment,1,1,0,0
855,control,0,1,0,0
855,treatment,1,1,1,20
856,treatment,0,1,0,0
857,control,1,2,0,0
857,treatment,1,1,1,20
858,control,0,1,0,0
858,treatment,0,1,0,0
859,control,1,2,0,0
859,treatment,1,2,0,0
860,control,1,1,0,0
860,treatment,1,1,0,0
861,control,1,2,0,0
861,treatment,1,1,0,0
862,control,0,1,0,0
862,treatment,1,1,1,20
863,control,1,2,0,0
863,treatment,1,2,0,0
864,control,1,2,1,20
864,treatment,1,2,0,0
865,control,0,2,0,0
865,treatment,0,1,0,0
866,control,1,2,1,20
866,treatment,1,1,1,20
867,control,0,2,0,0
867,treatment,1,2,0,0
868,control,1,2,0,0
868,treatment,1,3,0,0
869,control,1,1,0,0
869,treatment,1,1,0,0
870,control,0,1,0,0
870,treatment,1,1,0,0
871,control,0,3,0,0
871,treatment,1,3,0,0
872,control,1,2,1,20
872,treatment,1,3,1,20
873,control,1,1,1,20
873,treatment,1,1,1,20
874,control,0,3,0,0
874,treatment,1,2,1,20
875,control,1,3,0,0
875,treatment,1,2,1,20
876,control,0,2,0,0
876,treatment,1,2,0,0
877,control,1,2,0,0
877,treatment,1,1,1,20
878,control,1,1,0,0
878,treatment,0,1,0,0
879,control,1,2,0,0
879,treatment,1,2,0,0
880,control,1,2,1,20
880,treatment,1,2,0,0
881,treatment,1,2,1,20
882,control,1,2,0,0
882,treatment,1,1,0,0
883,control,1,1,1,20
883,treatment,0,1,0,0
884,control,1,3,0,0
884,treatment,1,3,0,0
885,control,1,2,0,0
885,treatment,1,3,0,0
886,control,0,1,0,0
886,treatment,0,1,0,0
887,treatment,1,2,0,0
888,control,0,3,0,0
888,treatment,1,3,0,0
889,control,1,3,0,0
889,treatment,1,3,0,0
890,control,0,1,0,0
890,treatment,0,1,0,0
891,control,1,1,0,0
891,treatment,1,2,0,0
892,control,0,1,0,0
892,treatment,0,1,0,0
893,control,1,1,1,20
894,control,1,3,0,0
894,treatment,1,2,0,0
895,control,1,3,1,20
895,treatment,1,3,0,0
896,control,0,1,0,0
896,treatment,1,1,1,20
897,control,0,1,0,0
897,treatment,1,2,0,0
898,control,0,1,0,0
898,treatment,1,1,0,0
899,control,0,3,0,0
899,treatment,1,2,0,0
900,control,0,1,0,0
900,treatment,1,3,0,0
901,control,1,1,0,0
901,treatment,1,3,0,0
902,control,1,1,0,0
902,treatment,1,2,1,20
903,control,1,2,0,0
903,treatment,0,2,0,0
904,control,1,2,0,0
904,treatment,1,2,0,0
905,treatment,1,2,1,20
906,control,1,1,0,0
906,treatment,1,1,0,0
907,control,0,2,0,0
907,treatment,1,1,0,0
908,control,1,1,0,0
908,treatment,0,1,0,0
909,control,1,2,0,0
909,treatment,1,2,0,0
910,control,1,1,0,0
910,treatment,0,2,0,0
911,control,0,1,0,0
911,treatment,1,2,0,0
912,treatment,1,1,0,0
913,control,0,2,0,0
913,treatment,1,1,1,20
914,control,1,2,0,0
914,treatment,1,2,0,0
915,control,1,2,0,0
915,treatment,1,2,0,0
916,control,0,1,0,0
916,treatment,1,1,0,0
917,control,0,2,0,0
917,treatment,1,1,0,0
918,control,0,1,0,0
919,control,1,3,1,20
919,treatment,1,1,1,20
920,control,0,1,0,0
921,control,1,2,0,0
921,treatment,1,1,1,20
922,control,1,2,0,0
922,treatment,1,3,1,20
923,control,0,1,0,0
923,treatment,1,1,0,0
924,control,0,2,0,0
924,treatment,1,1,1,20
925,control,1,3,1,20
925,treatment,1,2,0,0
926,control,0,1,0,0
926,treatment,1,2,1,20
927,control,1,1,0,0
927,treatment,1,2,0,0
928,control,1,1,0,0
928,treatment,1,1,1,20
929,control,1,2,0,0
929,treatment,1,1,0,0
930,control,1,2,0,0
930,treatment,0,1,0,0
931,control,1,3,1,20
931,treatment,1,2,1,20
932,control,0,2,0,0
932,treatment,1,2,0,0
933,control,0,3,0,0
933,treatment,1,3,0,0
934,control,1,1,1,20
934,treatment,1,3,0,0
935,control,0,1,0,0
935,treatment,1,2,0,0
936,control,0,1,0,0
936,treatment,1,2,0,0
937,control,1,2,0,0
937,treatment,1,2,0,0
938,control,0,1,0,0
938,treatment,1,1,0,0
939,control,1,3,0,0
939,treatment,1,1,0,0
940,control,0,1,0,0
940,treatment,1,1,0,0
941,control,1,1,0,0
942,control,1,1,0,0
942,treatment,1,1,0,0
943,control,1,1,1,20
943,treatment,0,2,0,0
944,control,0,3,0,0
944,treatment,1,2,0,0
945,control,0,2,0,0
945,treatment,1,3,0,0
946,control,1,1,1,20
946,treatment,1,2,1,20
947,control,0,1,0,0
947,treatment,1,2,1,20
948,control,1,3,1,20
948,treatment,1,3,1,20
949,control,1,2,1,20
949,treatment,1,2,0,0
950,control,1,1,0,0
950,treatment,1,2,0,0
951,control,0,1,0,0
951,treatment,0,1,0,0
952,control,1,1,0,0
952,treatment,1,2,0,0
953,control,0,1,0,0
953,treatment,0,1,0,0
954,control,0,2,0,0
954,treatment,1,3,0,0
955,control,1,2,0,0
955,treatment,1,2,1,20
956,control,1,1,0,0
956,treatment,1,1,0,0
957,control,0,2,0,0
957,treatment,1,2,0,0
958,control,0,1,0,0
958,treatment,1,1,1,20
959,control,0,2,0,0
959,treatment,1,2,1,20
960,control,1,1,0,0
960,treatment,1,2,1,20
961,control,1,2,0,0
961,treatment,1,2,1,20
962,control,1,3,0,0
962,treatment,1,3,0,0
963,control,0,1,0,0
963,treatment,1,2,0,0
964,control,1,1,0,0
964,treatment,0,1,0,0
965,control,1,1,0,0
965,treatment,1,1,0,0
966,control,0,1,0,0
966,treatment,0,1,0,0
967,control,0,3,0,0
967,treatment,1,2,1,20
968,control,1,3,0,0
968,treatment,1,2,1,20
969,control,1,1,1,20
969,treatment,1,1,1,20
970,control,0,1,0,0
970,treatment,1,1,0,0
971,control,1,3,0,0
971,treatment,1,2,0,0
972,control,1,3,0,0
973,control,0,2,0,0
973,treatment,1,2,1,20
974,treatment,1,1,0,0
975,treatment,1,1,0,0
976,treatment,1,1,0,0
977,control,1,1,0,0
977,treatment,1,1,1,20
978,control,1,2,0,0
978,treatment,1,1,0,0
979,control,1,2,0,0
979,treatment,1,1,0,0
980,control,1,1,0,0
981,control,1,1,0,0
982,control,1,2,1,20
982,treatment,0,1,0,0
983,control,1,3,0,0
983,treatment,1,3,1,20
984,control,0,3,0,0
984,treatment,1,2,0,0
985,control,0,1,0,0
985,treatment,1,1,1,20
986,treatment,1,2,1,20
987,treatment,0,1,0,0
988,control,0,2,0,0
988,treatment,1,2,0,0
989,control,1,3,1,20
989,treatment,1,3,1,20
990,control,0,1,0,0
990,treatment,1,1,1,20
991,control,1,1,1,20
991,treatment,1,1,0,0
992,control,1,2,0,0
992,treatment,1,2,1,20
993,control,1,2,0,0
993,treatment,1,2,0,0
994,control,0,2,0,0
994,treatment,0,2,0,0
995,control,1,1,1,20
995,treatment,1,1,1,20
996,treatment,1,1,0,0
997,control,1,1,1,20
997,treatment,1,1,0,0
998,control,1,2,1,20
998,treatment,1,3,0,0
999,control,0,1,0,0
999,treatment,1,2,1,20
1000,control,1,1,0,0
1000,treatment,1,2,0,0
1001,control,1,3,0,0
1001,treatment,0,1,0,0
1002,control,0,1,0,0
1002,treatment,1,1,0,0
1003,control,1,2,0,0
1003,treatment,1,2,1,20
1004,control,0,1,0,0
1005,control,0,1,0,0
1006,control,1,1,0,0
1006,treatment,1,1,0,0
1007,control,1,2,0,0
1007,treatment,1,2,0,0
1008,control,1,1,1,20
1008,treatment,0,1,0,0
1009,control,1,2,0,0
1009,treatment,1,3,0,0
1010,control,0,2,0,0
1010,treatment,1,3,1,20
1011,control,0,1,0,0
1011,treatment,0,1,0,0
1012,control,0,1,0,0
1013,control,1,2,0,0
1013,treatment,1,3,0,0
1014,control,1,3,0,0
1014,treatment,1,3,0,0
1015,control,1,1,0,0
1015,treatment,1,2,1,20
1016,control,1,2,1,20
1016,treatment,1,3,0,0
1017,treatment,1,1,0,0
1018,control,1,2,0,0
1018,treatment,1,3,1,20
1019,control,0,3,0,0
1019,treatment,1,3,1,20
1020,control,1,2,0,0
1020,treatment,1,3,0,0
1021,control,1,2,0,0
1021,treatment,0,1,0,0
1022,control,1,2,0,0
1022,treatment,0,2,0,0
1023,control,1,1,0,0
1024,control,0,1,0,0
1024,treatment,0,1,0,0
1025,treatment,0,1,0,0
1026,control,0,1,0,0
1026,treatment,1,2,0,0
1027,control,0,1,0,0
1027,treatment,1,1,0,0
1028,control,0,1,0,0
1028,treatment,0,2,0,0
1029,control,1,2,1,20
1029,treatment,1,3,0,0
1030,control,1,1,0,0
1030,treatment,1,1,0,0
1031,control,0,3,0,0
1031,treatment,1,3,0,0
1032,control,0,1,0,0
1032,treatment,1,1,1,20
1033,control,0,3,0,0
1033,treatment,1,3,0,0
1034,control,1,2,1,20
1034,treatment,1,2,0,0
1035,control,1,2,0,0
1035,treatment,1,1,0,0
1036,control,1,1,0,0
1036,treatment,1,2,0,0
1037,control,1,3,1,20
1037,treatment,1,3,0,0
1038,control,0,1,0,0
1038,treatment,1,1,0,0
1039,control,1,3,0,0
1039,treatment,1,1,0,0
1040,treatment,1,1,0,0
1041,control,1,1,0,0
1041,treatment,1,2,0,0
1042,control,1,2,0,0
1042,treatment,1,3,0,0
1043,control,1,2,0,0
1043,treatment,1,2,0,0
1044,control,0,2,0,0
1044,treatment,1,2,0,0
1045,control,1,3,0,0
1045,treatment,1,3,0,0
1046,control,0,2,0,0
1046,treatment,1,3,0,0
1047,control,0,2,0,0
1047,treatment,0,2,0,0
1048,control,0,1,0,0
1048,treatment,0,2,0,0
1049,control,0,1,0,0
1049,treatment,0,3,0,0
1050,treatment,1,1,1,20
1051,control,0,1,0,0
1051,treatment,0,1,0,0
1052,control,0,1,0,0
1052,treatment,1,1,0,0
1053,control,1,1,0,0
1054,control,1,2,0,0
1054,treatment,1,2,0,0
1055,control,1,2,0,0
1055,treatment,1,3,1,20
1056,control,0,2,0,0
1056,treatment,0,1,0,0
1057,control,1,2,0,0
1057,treatment,1,1,0,0
1058,control,1,1,0,0
1058,treatment,1,1,0,0
1059,control,0,2,0,0
1059,treatment,1,3,0,0
1060,control,0,1,0,0
1061,control,1,3,1,20
1061,treatment,1,3,0,0
1062,control,0,3,0,0
1062,treatment,1,1,0,0
1063,treatment,1,1,1,20
1064,control,1,2,0,0
1064,treatment,1,2,0,0
1065,control,1,3,0,0
1065,treatment,1,1,0,0
1066,control,0,1,0,0
1067,treatment,1,1,0,0
1068,control,0,1,0,0
1068,treatment,1,1,0,0
1069,control,1,2,0,0
1069,treatment,1,1,0,0
1070,control,0,3,0,0
1070,treatment,1,1,1,20
1071,control,0,2,0,0
1071,treatment,1,3,0,0
1072,control,1,1,0,0
1072,treatment,1,2,1,20
1073,control,0,2,0,0
1073,treatment,0,2,0,0
1074,control,0,1,0,0
1075,control,0,2,0,0
1075,treatment,1,3,1,20
1076,control,1,3,0,0
1076,treatment,1,2,1,20
1077,control,1,2,0,0
1077,treatment,1,2,0,0
1078,control,0,1,0,0
1078,treatment,1,1,0,0
1079,control,0,2,0,0
1080,control,1,2,1,20
1081,control,1,2,0,0
1081,treatment,1,2,1,20
1082,control,0,1,0,0
1082,treatment,1,1,0,0
1083,control,1,2,0,0
1083,treatment,1,2,0,0
1084,control,0,1,0,0
1084,treatment,0,1,0,0
1085,control,1,1,0,0
1085,treatment,1,1,0,0
1086,control,0,3,0,0
1086,treatment,1,2,0,0
1087,control,1,1,1,20
1087,treatment,1,1,0,0
1088,control,1,2,0,0
1088,treatment,1,2,0,0
1089,control,0,2,0,0
1089,treatment,1,1,0,0
1090,treatment,1,1,1,20
1091,control,1,2,0,0
1091,treatment,1,2,1,20
1092,control,0,1,0,0
1092,treatment,1,1,0,0
1093,control,0,2,0,0
1093,treatment,1,2,0,0
1094,treatment,0,1,0,0
1095,control,0,1,0,0
1095,treatment,1,2,1,20
1096,control,0,1,0,0
1096,treatment,0,1,0,0
1097,treatment,0,1,0,0
1098,control,1,2,0,0
1098,treatment,1,3,1,20
1099,control,1,3,0,0
1099,treatment,1,2,0,0
1100,control,1,3,0,0
1100,treatment,1,3,0,0
1101,control,0,1,0,0
