prompt_id,session_id,user_id,prompt_type,prompt_quality_score,prompt_attempt_number,output_id,output_quality_score,feedback,edited_output,good_output_flag,experiment_group,new_output_quality,new_feedback,new_good_output_flag
415,140,64,assignment,3,1,415,5,bad,1,0,control,2,bad,0
416,140,64,assignment,3,2,416,3,bad,1,0,control,3,bad,0
417,140,64,summary,5,3,417,4,bad,1,0,treatment,4,bad,0
418,141,65,summary,5,1,418,6,bad,1,0,control,5,bad,0
419,141,65,summary,5,2,419,6,bad,1,0,control,4,bad,0
420,142,66,assignment,6,1,420,7,good,0,1,treatment,7,good,1
421,142,66,assignment,7,2,421,7,good,0,1,treatment,9,good,1
422,142,66,summary,7,3,422,8,good,0,1,control,9,good,1
423,142,66,assignment,5,4,423,5,bad,1,0,control,5,bad,0
424,143,66,assignment,7,1,424,6,bad,1,0,treatment,6,bad,0
425,143,66,summary,5,2,425,7,good,0,1,control,4,bad,0
426,143,66,assignment,7,3,426,9,good,0,1,treatment,8,good,1
427,143,66,assignment,6,4,427,6,bad,1,0,control,6,bad,0
428,144,66,assignment,7,1,428,8,good,0,1,treatment,6,bad,0
429,144,66,assignment,6,2,429,7,good,0,1,treatment,8,good,1
430,144,66,assignment,6,3,430,7,good,0,1,control,8,good,1
431,145,67,summary,5,1,431,7,good,0,1,control,4,bad,0
432,146,68,report,7,1,432,7,good,0,1,control,7,good,1
433,146,68,report,7,2,433,5,bad,1,0,treatment,7,good,1
434,146,68,summary,7,3,434,4,bad,1,0,treatment,8,good,1
435,146,68,report,5,4,435,6,bad,1,0,control,7,good,1
436,147,68,report,7,1,436,6,bad,1,0,control,7,good,1
437,147,68,report,7,2,437,6,bad,1,0,treatment,9,good,1
438,147,68,summary,7,3,438,6,bad,1,0,control,8,good,1
439,148,69,assignment,6,1,439,8,good,0,1,control,7,good,1
440,148,69,assignment,7,2,440,6,bad,1,0,treatment,7,good,1
441,148,69,assignment,6,3,441,5,bad,1,0,treatment,8,good,1
442,148,69,assignment,7,4,442,7,good,0,1,treatment,8,good,1
443,148,69,assignment,7,5,443,9,good,0,1,control,8,good,1
444,149,69,assignment,7,1,444,8,good,0,1,control,7,good,1
445,149,69,assignment,7,2,445,7,good,0,1,treatment,8,good,1
446,149,69,assignment,6,3,446,8,good,0,1,control,6,bad,0
447,149,69,assignment,7,4,447,9,good,0,1,control,9,good,1
448,149,69,assignment,7,5,448,7,good,0,1,treatment,7,good,1
449,150,69,assignment,7,1,449,9,good,0,1,treatment,7,good,1
450,150,69,summary,7,2,450,6,bad,1,0,treatment,8,good,1
451,150,69,summary,7,3,451,7,good,0,1,control,6,bad,0
452,150,69,summary,6,4,452,5,bad,1,0,treatment,5,bad,0
453,151,70,report,8,1,453,8,good,0,1,treatment,8,good,1
454,151,70,report,7,2,454,9,good,0,1,control,7,good,1
455,151,70,report,8,3,455,10,good,0,1,control,7,good,1
456,151,70,report,8,4,456,8,good,0,1,treatment,8,good,1
457,151,70,report,7,5,457,9,good,0,1,control,6,bad,0
458,152,70,report,9,1,458,10,good,0,1,control,10,good,1
459,152,70,report,9,2,459,10,good,0,1,control,10,good,1
460,152,70,report,7,3,460,8,good,0,1,treatment,9,good,1
461,152,70,report,8,4,461,9,good,0,1,control,7,good,1
462,153,71,report,8,1,462,10,good,0,1,control,10,good,1
463,153,71,report,9,2,463,10,good,0,1,control,8,good,1
464,153,71,report,9,3,464,9,good,0,1,treatment,8,good,1
465,153,71,summary,7,4,465,6,bad,1,0,treatment,6,bad,0
466,154,72,assignment,9,1,466,9,good,0,1,control,10,good,1
467,154,72,assignment,7,2,467,9,good,0,1,treatment,7,good,1
468,154,72,summary,8,3,468,10,good,0,1,treatment,10,good,1
469,155,72,assignment,8,1,469,10,good,0,1,treatment,9,good,1
470,155,72,assignment,9,2,470,8,good,0,1,control,10,good,1
471,155,72,assignment,7,3,471,6,bad,1,0,control,7,good,1
472,156,72,assignment,9,1,472,10,good,0,1,treatment,8,good,1
473,156,72,assignment,9,2,473,9,good,0,1,control,10,good,1
474,157,73,assignment,6,1,474,7,good,0,1,treatment,5,bad,0
475,157,73,assignment,6,2,475,6,bad,1,0,treatment,5,bad,0
476,157,73,summary,7,3,476,6,bad,1,0,treatment,8,good,1
477,158,73,assignment,5,1,477,5,bad,1,0,control,4,bad,0
478,158,73,assignment,5,2,478,5,bad,1,0,control,7,good,1
479,158,73,assignment,5,3,479,5,bad,1,0,control,6,bad,0
480,158,73,assignment,6,4,480,8,good,0,1,treatment,6,bad,0
481,158,73,summary,7,5,481,5,bad,1,0,treatment,7,good,1
482,159,73,assignment,5,1,482,4,bad,1,0,control,4,bad,0
483,159,73,summary,6,2,483,8,good,0,1,treatment,7,good,1
484,159,73,assignment,5,3,484,5,bad,1,0,control,7,good,1
485,159,73,summary,5,4,485,7,good,0,1,control,7,good,1
486,160,74,report,5,1,486,6,bad,1,0,control,4,bad,0
487,160,74,report,7,2,487,5,bad,1,0,treatment,8,good,1
488,160,74,summary,6,3,488,6,bad,1,0,treatment,6,bad,0
489,161,74,summary,5,1,489,5,bad,1,0,control,7,good,1
490,162,74,report,5,1,490,7,good,0,1,control,7,good,1
491,162,74,summary,5,2,491,6,bad,1,0,control,5,bad,0
492,162,74,report,5,3,492,2,bad,1,0,treatment,5,bad,0
493,163,75,report,9,1,493,9,good,0,1,control,8,good,1
494,163,75,report,7,2,494,6,bad,1,0,control,7,good,1
495,163,75,summary,9,3,495,10,good,0,1,control,8,good,1
496,163,75,summary,9,4,496,10,good,0,1,treatment,9,good,1
497,164,76,report,4,1,497,4,bad,1,0,control,3,bad,0
498,164,76,report,5,2,498,2,bad,1,0,treatment,4,bad,0
499,164,76,report,3,3,499,5,bad,1,0,control,2,bad,0
500,164,76,report,6,4,500,3,bad,1,0,treatment,7,good,1
501,164,76,report,7,5,501,5,bad,1,0,treatment,8,good,1
502,165,76,report,5,1,502,4,bad,1,0,treatment,5,bad,0
503,165,76,report,5,2,503,7,good,0,1,control,5,bad,0
504,165,76,report,5,3,504,7,good,0,1,control,5,bad,0
505,166,76,report,3,1,505,4,bad,1,0,control,3,bad,0
506,166,76,summary,5,2,506,6,bad,1,0,control,6,bad,0
507,167,77,report,5,1,507,2,bad,1,0,treatment,5,bad,0
508,167,77,report,4,2,508,6,bad,1,0,control,5,bad,0
509,167,77,report,7,3,509,6,bad,1,0,treatment,6,bad,0
510,167,77,report,5,4,510,4,bad,1,0,treatment,4,bad,0
511,168,78,assignment,5,1,511,3,bad,1,0,treatment,5,bad,0
512,168,78,assignment,3,2,512,3,bad,1,0,control,5,bad,0
513,168,78,summary,3,3,513,4,bad,1,0,control,3,bad,0
514,168,78,assignment,5,4,514,4,bad,1,0,control,6,bad,0
515,169,78,assignment,5,1,515,2,bad,1,0,treatment,4,bad,0
516,169,78,assignment,7,2,516,5,bad,1,0,treatment,8,good,1
517,169,78,assignment,4,3,517,4,bad,1,0,control,6,bad,0
518,170,79,summary,6,1,518,6,bad,1,0,treatment,5,bad,0
519,170,79,summary,3,2,519,4,bad,1,0,control,2,bad,0
520,170,79,assignment,6,3,520,6,bad,1,0,treatment,8,good,1
521,171,79,assignment,7,1,521,5,bad,1,0,treatment,6,bad,0
522,171,79,summary,3,2,522,4,bad,1,0,control,2,bad,0
523,172,80,assignment,7,1,523,6,bad,1,0,treatment,8,good,1
524,172,80,summary,8,2,524,10,good,0,1,treatment,7,good,1
525,172,80,summary,8,3,525,10,good,0,1,treatment,8,good,1
526,173,81,report,7,1,526,9,good,0,1,control,9,good,1
527,173,81,summary,7,2,527,7,good,0,1,treatment,6,bad,0
528,173,81,summary,7,3,528,6,bad,1,0,control,7,good,1
529,173,81,summary,7,4,529,7,good,0,1,treatment,7,good,1
530,173,81,report,5,5,530,6,bad,1,0,control,6,bad,0
531,174,81,report,7,1,531,7,good,0,1,treatment,8,good,1
532,174,81,report,7,2,532,6,bad,1,0,treatment,9,good,1
533,175,81,report,5,1,533,4,bad,1,0,control,4,bad,0
534,175,81,report,6,2,534,7,good,0,1,treatment,7,good,1
535,176,82,report,5,1,535,6,bad,1,0,control,5,bad,0
536,176,82,report,6,2,536,5,bad,1,0,control,5,bad,0
537,177,83,assignment,5,1,537,5,bad,1,0,control,6,bad,0
538,177,83,assignment,7,2,538,9,good,0,1,treatment,9,good,1
539,177,83,assignment,7,3,539,8,good,0,1,control,9,good,1
540,178,83,summary,7,1,540,6,bad,1,0,treatment,7,good,1
541,178,83,assignment,5,2,541,4,bad,1,0,control,5,bad,0
542,178,83,assignment,6,3,542,8,good,0,1,treatment,6,bad,0
543,178,83,summary,7,4,543,6,bad,1,0,treatment,7,good,1
544,179,83,assignment,6,1,544,7,good,0,1,control,5,bad,0
545,179,83,assignment,7,2,545,6,bad,1,0,treatment,6,bad,0
546,179,83,summary,6,3,546,8,good,0,1,control,8,good,1
547,179,83,summary,7,4,547,4,bad,1,0,treatment,8,good,1
548,179,83,assignment,6,5,548,7,good,0,1,control,8,good,1
549,180,84,summary,4,1,549,6,bad,1,0,control,5,bad,0
550,180,84,summary,5,2,550,5,bad,1,0,treatment,4,bad,0
551,181,84,assignment,6,1,551,3,bad,1,0,treatment,6,bad,0
552,181,84,assignment,7,2,552,5,bad,1,0,treatment,9,good,1
553,181,84,assignment,3,3,553,3,bad,1,0,control,2,bad,0
554,181,84,assignment,5,4,554,7,good,0,1,control,6,bad,0
555,181,84,assignment,5,5,555,3,bad,1,0,treatment,5,bad,0
556,182,85,summary,5,1,556,5,bad,1,0,treatment,7,good,1
557,183,86,assignment,6,1,557,6,bad,1,0,control,6,bad,0
558,183,86,assignment,5,2,558,6,bad,1,0,control,5,bad,0
559,184,86,assignment,7,1,559,9,good,0,1,treatment,8,good,1
560,184,86,assignment,7,2,560,9,good,0,1,treatment,6,bad,0
561,184,86,assignment,5,3,561,6,bad,1,0,control,5,bad,0
562,184,86,assignment,6,4,562,8,good,0,1,treatment,8,good,1
563,184,86,assignment,7,5,563,8,good,0,1,control,9,good,1
564,185,86,summary,7,1,564,5,bad,1,0,treatment,8,good,1
565,185,86,assignment,6,2,565,8,good,0,1,control,8,good,1
566,185,86,assignment,6,3,566,7,good,0,1,treatment,6,bad,0
567,186,87,report,7,1,567,5,bad,1,0,treatment,9,good,1
568,186,87,report,7,2,568,6,bad,1,0,control,9,good,1
569,186,87,report,6,3,569,7,good,0,1,treatment,5,bad,0
570,186,87,report,5,4,570,6,bad,1,0,control,4,bad,0
571,187,87,summary,5,1,571,7,good,0,1,control,6,bad,0
572,187,87,report,7,2,572,6,bad,1,0,control,6,bad,0
573,188,88,report,7,1,573,7,good,0,1,treatment,6,bad,0
574,188,88,report,7,2,574,7,good,0,1,treatment,6,bad,0
575,188,88,summary,7,3,575,6,bad,1,0,treatment,8,good,1
576,188,88,report,5,4,576,2,bad,1,0,treatment,6,bad,0
577,189,89,summary,7,1,577,9,good,0,1,control,7,good,1
578,189,89,report,6,2,578,8,good,0,1,control,7,good,1
579,190,90,assignment,6,1,579,6,bad,1,0,treatment,6,bad,0
580,190,90,summary,4,2,580,5,bad,1,0,control,4,bad,0
581,190,90,summary,6,3,581,5,bad,1,0,treatment,7,good,1
582,190,90,assignment,7,4,582,7,good,0,1,treatment,8,good,1
583,190,90,assignment,6,5,583,3,bad,1,0,treatment,7,good,1
584,191,90,assignment,3,1,584,4,bad,1,0,control,4,bad,0
585,191,90,assignment,3,2,585,2,bad,1,0,control,4,bad,0
586,192,91,summary,5,1,586,5,bad,1,0,treatment,7,good,1
587,192,91,assignment,3,2,587,2,bad,1,0,control,3,bad,0
588,192,91,assignment,5,3,588,4,bad,1,0,control,4,bad,0
589,192,91,summary,4,4,589,3,bad,1,0,control,5,bad,0
590,193,91,assignment,7,1,590,6,bad,1,0,treatment,9,good,1
591,194,91,assignment,7,1,591,6,bad,1,0,treatment,6,bad,0
592,194,91,summary,4,2,592,4,bad,1,0,control,6,bad,0
593,194,91,assignment,4,3,593,5,bad,1,0,control,3,bad,0
594,195,92,report,4,1,594,4,bad,1,0,control,4,bad,0
595,196,92,report,3,1,595,4,bad,1,0,control,4,bad,0
596,196,92,report,3,2,596,2,bad,1,0,control,3,bad,0
597,196,92,report,5,3,597,2,bad,1,0,treatment,4,bad,0
598,196,92,report,7,4,598,4,bad,1,0,treatment,7,good,1
599,197,93,summary,7,1,599,7,good,0,1,treatment,9,good,1
600,197,93,summary,5,2,600,5,bad,1,0,treatment,6,bad,0
601,197,93,summary,7,3,601,4,bad,1,0,treatment,7,good,1
602,197,93,report,3,4,602,5,bad,1,0,control,3,bad,0
603,197,93,summary,4,5,603,6,bad,1,0,control,6,bad,0
604,198,94,assignment,9,1,604,8,good,0,1,control,9,good,1
605,198,94,assignment,9,2,605,9,good,0,1,treatment,9,good,1
606,198,94,summary,9,3,606,10,good,0,1,control,8,good,1
607,198,94,assignment,8,4,607,9,good,0,1,treatment,7,good,1
608,199,94,assignment,9,1,608,9,good,0,1,treatment,9,good,1
609,200,94,summary,9,1,609,8,good,0,1,treatment,10,good,1
610,201,95,report,7,1,610,6,bad,1,0,control,8,good,1
611,201,95,report,8,2,611,10,good,0,1,treatment,8,good,1
612,201,95,report,9,3,612,9,good,0,1,control,10,good,1
613,202,96,summary,4,1,613,5,bad,1,0,control,5,bad,0
614,202,96,assignment,3,2,614,2,bad,1,0,control,5,bad,0
615,202,96,assignment,5,3,615,4,bad,1,0,treatment,6,bad,0
616,202,96,assignment,5,4,616,3,bad,1,0,treatment,5,bad,0
617,203,97,assignment,7,1,617,9,good,0,1,treatment,9,good,1
618,203,97,summary,7,2,618,6,bad,1,0,treatment,8,good,1
619,203,97,assignment,7,3,619,7,good,0,1,treatment,6,bad,0
620,204,97,assignment,6,1,620,5,bad,1,0,control,7,good,1
621,204,97,assignment,7,2,621,5,bad,1,0,treatment,9,good,1
622,204,97,summary,6,3,622,5,bad,1,0,control,6,bad,0
623,205,98,assignment,6,1,623,6,bad,1,0,control,7,good,1
624,205,98,assignment,5,2,624,5,bad,1,0,control,4,bad,0
625,205,98,assignment,7,3,625,6,bad,1,0,treatment,8,good,1
626,206,98,assignment,7,1,626,6,bad,1,0,treatment,6,bad,0
627,206,98,summary,6,2,627,6,bad,1,0,treatment,5,bad,0
628,206,98,summary,6,3,628,5,bad,1,0,control,8,good,1
629,207,99,summary,6,1,629,3,bad,1,0,treatment,5,bad,0
630,207,99,summary,5,2,630,2,bad,1,0,treatment,5,bad,0
631,207,99,summary,5,3,631,5,bad,1,0,treatment,4,bad,0
632,208,99,assignment,4,1,632,5,bad,1,0,control,6,bad,0
633,208,99,summary,3,2,633,3,bad,1,0,control,4,bad,0
634,208,99,assignment,5,3,634,7,good,0,1,control,6,bad,0
635,209,100,assignment,5,1,635,4,bad,1,0,treatment,5,bad,0
636,210,100,assignment,7,1,636,4,bad,1,0,treatment,8,good,1
637,210,100,summary,7,2,637,5,bad,1,0,treatment,7,good,1
638,210,100,assignment,3,3,638,5,bad,1,0,control,5,bad,0
639,210,100,summary,4,4,639,3,bad,1,0,control,5,bad,0
640,210,100,assignment,5,5,640,2,bad,1,0,treatment,7,good,1
641,211,101,assignment,8,1,641,8,good,0,1,control,9,good,1
642,212,101,assignment,8,1,642,10,good,0,1,treatment,8,good,1
643,212,101,assignment,7,2,643,9,good,0,1,treatment,6,bad,0
644,212,101,assignment,7,3,644,8,good,0,1,control,7,good,1
645,213,102,report,5,1,645,6,bad,1,0,control,5,bad,0
646,213,102,summary,7,2,646,9,good,0,1,treatment,7,good,1
647,213,102,report,5,3,647,4,bad,1,0,control,7,good,1
648,213,102,report,7,4,648,6,bad,1,0,treatment,6,bad,0
649,213,102,report,7,5,649,5,bad,1,0,treatment,8,good,1
650,214,102,report,6,1,650,5,bad,1,0,control,8,good,1
651,214,102,report,7,2,651,9,good,0,1,treatment,6,bad,0
652,214,102,report,7,3,652,7,good,0,1,control,8,good,1
653,215,103,assignment,9,1,653,10,good,0,1,control,10,good,1
654,216,104,assignment,7,1,654,7,good,0,1,treatment,9,good,1
655,216,104,summary,5,2,655,5,bad,1,0,control,5,bad,0
656,216,104,summary,7,3,656,4,bad,1,0,treatment,6,bad,0
657,216,104,assignment,6,4,657,4,bad,1,0,treatment,6,bad,0
658,216,104,assignment,7,5,658,5,bad,1,0,treatment,6,bad,0
659,217,105,report,5,1,659,6,bad,1,0,control,7,good,1
660,217,105,report,6,2,660,6,bad,1,0,treatment,8,good,1
661,217,105,summary,5,3,661,7,good,0,1,control,6,bad,0
662,218,106,assignment,6,1,662,5,bad,1,0,treatment,8,good,1
663,218,106,assignment,5,2,663,4,bad,1,0,treatment,4,bad,0
664,218,106,assignment,5,3,664,5,bad,1,0,control,6,bad,0
665,219,106,summary,4,1,665,4,bad,1,0,control,5,bad,0
666,219,106,summary,5,2,666,4,bad,1,0,control,6,bad,0
667,219,106,summary,5,3,667,4,bad,1,0,treatment,5,bad,0
668,220,106,assignment,5,1,668,3,bad,1,0,treatment,7,good,1
669,220,106,assignment,5,2,669,4,bad,1,0,treatment,7,good,1
670,221,107,assignment,5,1,670,2,bad,1,0,treatment,5,bad,0
671,221,107,assignment,5,2,671,3,bad,1,0,treatment,4,bad,0
672,221,107,assignment,4,3,672,3,bad,1,0,control,3,bad,0
673,221,107,assignment,5,4,673,3,bad,1,0,treatment,4,bad,0
674,221,107,assignment,6,5,674,5,bad,1,0,treatment,5,bad,0
675,222,107,summary,4,1,675,3,bad,1,0,control,5,bad,0
676,222,107,assignment,5,2,676,6,bad,1,0,control,7,good,1
677,222,107,assignment,5,3,677,5,bad,1,0,treatment,4,bad,0
678,223,108,report,7,1,678,4,bad,1,0,treatment,7,good,1
679,223,108,report,7,2,679,9,good,0,1,treatment,8,good,1
680,223,108,report,7,3,680,6,bad,1,0,treatment,8,good,1
681,224,109,assignment,3,1,681,4,bad,1,0,control,4,bad,0
682,224,109,assignment,4,2,682,5,bad,1,0,control,5,bad,0
683,225,109,assignment,5,1,683,5,bad,1,0,treatment,4,bad,0
684,225,109,assignment,7,2,684,7,good,0,1,treatment,9,good,1
685,226,110,assignment,5,1,685,5,bad,1,0,control,5,bad,0
686,226,110,assignment,3,2,686,3,bad,1,0,control,3,bad,0
687,226,110,assignment,5,3,687,4,bad,1,0,control,5,bad,0
688,226,110,assignment,3,4,688,4,bad,1,0,control,4,bad,0
689,226,110,summary,6,5,689,5,bad,1,0,treatment,8,good,1
690,227,110,assignment,7,1,690,4,bad,1,0,treatment,8,good,1
691,227,110,assignment,7,2,691,6,bad,1,0,treatment,9,good,1
692,228,111,summary,3,1,692,2,bad,1,0,control,3,bad,0
693,228,111,summary,5,2,693,7,good,0,1,control,4,bad,0
694,229,112,summary,3,1,694,2,bad,1,0,control,4,bad,0
695,229,112,assignment,4,2,695,3,bad,1,0,control,6,bad,0
696,229,112,assignment,3,3,696,3,bad,1,0,control,5,bad,0
697,229,112,assignment,7,4,697,5,bad,1,0,treatment,6,bad,0
698,229,112,assignment,7,5,698,6,bad,1,0,treatment,9,good,1
699,230,113,summary,7,1,699,6,bad,1,0,control,9,good,1
700,230,113,report,7,2,700,8,good,0,1,control,6,bad,0
701,230,113,summary,5,3,701,7,good,0,1,control,4,bad,0
702,231,113,report,7,1,702,7,good,0,1,treatment,9,good,1
703,231,113,report,7,2,703,6,bad,1,0,treatment,6,bad,0
704,231,113,summary,7,3,704,6,bad,1,0,treatment,9,good,1
705,231,113,summary,6,4,705,8,good,0,1,treatment,5,bad,0
706,232,113,summary,7,1,706,9,good,0,1,control,8,good,1
707,232,113,summary,7,2,707,8,good,0,1,control,7,good,1
708,233,114,report,3,1,708,4,bad,1,0,control,2,bad,0
709,233,114,report,5,2,709,6,bad,1,0,control,7,good,1
710,233,114,summary,6,3,710,5,bad,1,0,treatment,8,good,1
711,233,114,report,4,4,711,6,bad,1,0,control,5,bad,0
712,234,114,report,4,1,712,6,bad,1,0,control,3,bad,0
713,234,114,report,7,2,713,5,bad,1,0,treatment,7,good,1
714,235,115,report,7,1,714,4,bad,1,0,treatment,9,good,1
715,235,115,report,4,2,715,6,bad,1,0,control,4,bad,0
716,235,115,summary,4,3,716,4,bad,1,0,control,3,bad,0
717,235,115,report,3,4,717,4,bad,1,0,control,4,bad,0
718,236,116,report,5,1,718,5,bad,1,0,treatment,5,bad,0
719,236,116,summary,5,2,719,7,good,0,1,control,5,bad,0
720,236,116,report,4,3,720,4,bad,1,0,control,4,bad,0
721,236,116,summary,6,4,721,6,bad,1,0,treatment,6,bad,0
722,236,116,report,5,5,722,4,bad,1,0,control,6,bad,0
723,237,117,summary,4,1,723,4,bad,1,0,control,4,bad,0
724,237,117,report,3,2,724,2,bad,1,0,control,2,bad,0
725,237,117,report,3,3,725,5,bad,1,0,control,5,bad,0
726,237,117,summary,6,4,726,6,bad,1,0,treatment,6,bad,0
727,237,117,summary,7,5,727,4,bad,1,0,treatment,9,good,1
728,238,117,report,5,1,728,7,good,0,1,control,5,bad,0
729,238,117,summary,6,2,729,5,bad,1,0,treatment,6,bad,0
730,239,117,report,5,1,730,5,bad,1,0,control,6,bad,0
731,239,117,summary,3,2,731,3,bad,1,0,control,2,bad,0
732,240,118,assignment,5,1,732,7,good,0,1,control,4,bad,0
733,240,118,assignment,7,2,733,8,good,0,1,treatment,7,good,1
734,240,118,assignment,5,3,734,4,bad,1,0,control,5,bad,0
735,240,118,assignment,7,4,735,7,good,0,1,treatment,8,good,1
736,240,118,assignment,7,5,736,7,good,0,1,treatment,8,good,1
737,241,118,assignment,5,1,737,5,bad,1,0,control,5,bad,0
738,242,119,report,7,1,738,6,bad,1,0,treatment,7,good,1
739,242,119,report,5,2,739,4,bad,1,0,treatment,6,bad,0
740,243,120,assignment,7,1,740,6,bad,1,0,treatment,6,bad,0
741,244,121,summary,5,1,741,4,bad,1,0,treatment,4,bad,0
742,244,121,report,5,2,742,4,bad,1,0,treatment,7,good,1
743,244,121,summary,6,3,743,5,bad,1,0,treatment,6,bad,0
744,244,121,summary,5,4,744,2,bad,1,0,treatment,4,bad,0
745,245,121,report,3,1,745,2,bad,1,0,control,4,bad,0
746,245,121,summary,7,2,746,5,bad,1,0,treatment,8,good,1
747,245,121,report,3,3,747,2,bad,1,0,control,4,bad,0
748,245,121,report,5,4,748,4,bad,1,0,control,4,bad,0
749,245,121,report,5,5,749,2,bad,1,0,treatment,5,bad,0
750,246,122,report,6,1,750,3,bad,1,0,treatment,5,bad,0
751,247,122,summary,4,1,751,3,bad,1,0,control,4,bad,0
752,248,123,assignment,8,1,752,8,good,0,1,control,8,good,1
753,248,123,assignment,7,2,753,9,good,0,1,control,9,good,1
754,249,123,summary,9,1,754,9,good,0,1,treatment,10,good,1
755,249,123,assignment,9,2,755,8,good,0,1,control,9,good,1
756,250,123,assignment,8,1,756,7,good,0,1,control,8,good,1
757,251,124,assignment,6,1,757,5,bad,1,0,treatment,6,bad,0
758,251,124,summary,6,2,758,5,bad,1,0,treatment,7,good,1
759,251,124,summary,7,3,759,9,good,0,1,treatment,6,bad,0
760,252,124,assignment,7,1,760,7,good,0,1,treatment,9,good,1
761,252,124,assignment,6,2,761,7,good,0,1,control,6,bad,0
762,252,124,assignment,6,3,762,6,bad,1,0,treatment,7,good,1
763,252,124,assignment,7,4,763,8,good,0,1,treatment,8,good,1
764,252,124,summary,7,5,764,4,bad,1,0,treatment,8,good,1
765,253,125,assignment,5,1,765,3,bad,1,0,treatment,6,bad,0
766,253,125,assignment,4,2,766,3,bad,1,0,control,3,bad,0
767,254,125,summary,5,1,767,5,bad,1,0,treatment,7,good,1
768,254,125,summary,5,2,768,4,bad,1,0,control,5,bad,0
769,254,125,assignment,5,3,769,7,good,0,1,control,5,bad,0
770,255,125,assignment,4,1,770,6,bad,1,0,control,3,bad,0
771,255,125,assignment,6,2,771,3,bad,1,0,treatment,5,bad,0
772,256,126,assignment,8,1,772,10,good,0,1,treatment,7,good,1
773,256,126,assignment,7,2,773,7,good,0,1,control,8,good,1
774,256,126,assignment,8,3,774,10,good,0,1,treatment,9,good,1
775,257,126,summary,8,1,775,7,good,0,1,control,10,good,1
776,258,127,summary,3,1,776,3,bad,1,0,control,2,bad,0
777,258,127,report,5,2,777,4,bad,1,0,treatment,6,bad,0
778,258,127,report,5,3,778,4,bad,1,0,treatment,6,bad,0
779,258,127,summary,7,4,779,4,bad,1,0,treatment,9,good,1
780,259,127,summary,7,1,780,6,bad,1,0,treatment,9,good,1
781,259,127,summary,4,2,781,4,bad,1,0,control,4,bad,0
782,259,127,report,5,3,782,2,bad,1,0,treatment,7,good,1
783,259,127,report,6,4,783,4,bad,1,0,treatment,7,good,1
784,260,128,summary,8,1,784,9,good,0,1,control,10,good,1
785,261,128,report,8,1,785,9,good,0,1,treatment,7,good,1
786,261,128,report,8,2,786,10,good,0,1,treatment,10,good,1
787,262,129,assignment,6,1,787,7,good,0,1,treatment,6,bad,0
788,262,129,summary,5,2,788,5,bad,1,0,control,4,bad,0
789,263,129,assignment,7,1,789,9,good,0,1,control,6,bad,0
790,263,129,summary,7,2,790,6,bad,1,0,treatment,9,good,1
791,263,129,assignment,7,3,791,7,good,0,1,treatment,7,good,1
792,263,129,summary,6,4,792,6,bad,1,0,treatment,8,good,1
793,264,130,assignment,6,1,793,7,good,0,1,control,6,bad,0
